file,created_by,float_col,n_rows,null_count,nan_value_count,carries_nan
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,admission_source_id:Referral,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,admission_source_id:Transfer,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,medical_specialty:Cardiology,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,medical_specialty:Emergency/Trauma,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,medical_specialty:Family/GeneralPractice,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,medical_specialty:Gastroenterology,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,medical_specialty:Hematology/Oncology,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,medical_specialty:InternalMedicine,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,medical_specialty:Nephrology,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,medical_specialty:ObstetricsandGynecology,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,medical_specialty:Orthopedics,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,medical_specialty:Other,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,medical_specialty:Psychiatry,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,medical_specialty:Pulmonology,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,medical_specialty:Radiology,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,medical_specialty:Surgery-Cardiovascular/Thoracic,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,medical_specialty:Surgery-General,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,medical_specialty:Urology,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,diag_1:Circulatory,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,diag_1:Diabetes,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,diag_1:Digestive,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,diag_1:Genitourinary,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,diag_1:Infectious,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,diag_1:Injury,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,diag_1:Mental,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,diag_1:Musculoskeletal,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,diag_1:Neoplasms,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,diag_1:Non-diabetes endocrine/metabolic,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,diag_1:Other,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,diag_1:Respiratory,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,diag_1:Skin,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,diag_2:Circulatory,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,diag_2:Diabetes,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,diag_2:Digestive,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,diag_2:Genitourinary,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,diag_2:Infectious,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,diag_2:Injury,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,diag_2:Mental,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,diag_2:Musculoskeletal,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,diag_2:Neoplasms,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,diag_2:Non-diabetes endocrine/metabolic,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,diag_2:Other,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,diag_2:Respiratory,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,diag_2:Skin,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,diag_3:Circulatory,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,diag_3:Diabetes,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,diag_3:Digestive,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,diag_3:Genitourinary,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,diag_3:Infectious,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,diag_3:Injury,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,diag_3:Mental,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,diag_3:Musculoskeletal,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,diag_3:Neoplasms,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,diag_3:Non-diabetes endocrine/metabolic,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,diag_3:Other,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,diag_3:Respiratory,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,diag_3:Skin,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,metformin:Down,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,metformin:No,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,metformin:Steady,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,metformin:Up,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,repaglinide:Down,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,repaglinide:No,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,repaglinide:Steady,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,repaglinide:Up,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,nateglinide:Down,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,nateglinide:No,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,nateglinide:Steady,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,nateglinide:Up,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,chlorpropamide:Down,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,chlorpropamide:No,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,chlorpropamide:Steady,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,chlorpropamide:Up,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,glimepiride:Down,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,glimepiride:No,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,glimepiride:Steady,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,glimepiride:Up,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,glipizide:Down,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,glipizide:No,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,glipizide:Steady,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,glipizide:Up,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,glyburide:Down,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,glyburide:No,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,glyburide:Steady,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,glyburide:Up,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,pioglitazone:Down,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,pioglitazone:No,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,pioglitazone:Steady,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,pioglitazone:Up,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,rosiglitazone:Down,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,rosiglitazone:No,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,rosiglitazone:Steady,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,rosiglitazone:Up,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,acarbose:Down,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,acarbose:No,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,acarbose:Steady,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,acarbose:Up,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,miglitol:Down,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,miglitol:No,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,miglitol:Steady,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,miglitol:Up,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,tolazamide:No,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,tolazamide:Steady,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,tolazamide:Up,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,insulin:Down,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,insulin:No,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,insulin:Steady,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,insulin:Up,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,glyburide-metformin:Down,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,glyburide-metformin:No,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,glyburide-metformin:Steady,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,glyburide-metformin:Up,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,A1Cresult:>7,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,A1Cresult:>8,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,A1Cresult:None,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,A1Cresult:Norm,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,max_glu_serum:>200,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,max_glu_serum:>300,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,max_glu_serum:None,81410,0,0,False
hf_diabetes.parquet,parquet-cpp-arrow version 11.0.0,max_glu_serum:Norm,81410,0,0,False
hf_electricity.parquet,parquet-cpp-arrow version 11.0.0,date,38474,0,0,False
hf_electricity.parquet,parquet-cpp-arrow version 11.0.0,period,38474,0,0,False
hf_electricity.parquet,parquet-cpp-arrow version 11.0.0,nswprice,38474,0,0,False
hf_electricity.parquet,parquet-cpp-arrow version 11.0.0,nswdemand,38474,0,0,False
hf_electricity.parquet,parquet-cpp-arrow version 11.0.0,vicprice,38474,0,0,False
hf_electricity.parquet,parquet-cpp-arrow version 11.0.0,vicdemand,38474,0,0,False
hf_electricity.parquet,parquet-cpp-arrow version 11.0.0,transfer,38474,0,0,False
hf_heart_failure.parquet,parquet-cpp-arrow version 15.0.2,creatinine_phosphokinase_concentration_in_blood,299,0,0,False
hf_heart_failure.parquet,parquet-cpp-arrow version 15.0.2,heart_ejection_fraction,299,0,0,False
hf_heart_failure.parquet,parquet-cpp-arrow version 15.0.2,platelets_concentration_in_blood,299,0,0,False
hf_heart_failure.parquet,parquet-cpp-arrow version 15.0.2,serum_creatinine_concentration_in_blood,299,0,0,False
hf_heart_failure.parquet,parquet-cpp-arrow version 15.0.2,serum_sodium_concentration_in_blood,299,0,0,False
hf_housesales.parquet,parquet-cpp-arrow version 11.0.0,bathrooms,21613,0,0,False
hf_housesales.parquet,parquet-cpp-arrow version 11.0.0,sqft_living,21613,0,0,False
hf_housesales.parquet,parquet-cpp-arrow version 11.0.0,sqft_lot,21613,0,0,False
hf_housesales.parquet,parquet-cpp-arrow version 11.0.0,sqft_above,21613,0,0,False
hf_housesales.parquet,parquet-cpp-arrow version 11.0.0,sqft_basement,21613,0,0,False
hf_housesales.parquet,parquet-cpp-arrow version 11.0.0,yr_built,21613,0,0,False
hf_housesales.parquet,parquet-cpp-arrow version 11.0.0,yr_renovated,21613,0,0,False
hf_housesales.parquet,parquet-cpp-arrow version 11.0.0,lat,21613,0,0,False
hf_housesales.parquet,parquet-cpp-arrow version 11.0.0,long,21613,0,0,False
hf_housesales.parquet,parquet-cpp-arrow version 11.0.0,sqft_living15,21613,0,0,False
hf_housesales.parquet,parquet-cpp-arrow version 11.0.0,sqft_lot15,21613,0,0,False
hf_housesales.parquet,parquet-cpp-arrow version 11.0.0,price,21613,0,0,False
hf_iris.parquet,parquet-cpp-arrow version 11.0.0,SepalLengthCm,150,0,0,False
hf_iris.parquet,parquet-cpp-arrow version 11.0.0,SepalWidthCm,150,0,0,False
hf_iris.parquet,parquet-cpp-arrow version 11.0.0,PetalLengthCm,150,0,0,False
hf_iris.parquet,parquet-cpp-arrow version 11.0.0,PetalWidthCm,150,0,0,False
native_titanic_lewtun.parquet,parquet-cpp-arrow version 9.0.0,Age,891,177,0,False
native_titanic_lewtun.parquet,parquet-cpp-arrow version 9.0.0,Fare,891,0,0,False
nyc_fhvhv_2023-01.parquet,parquet-cpp-arrow version 8.0.0,trip_miles,18479031,0,0,False
nyc_fhvhv_2023-01.parquet,parquet-cpp-arrow version 8.0.0,base_passenger_fare,18479031,0,0,False
nyc_fhvhv_2023-01.parquet,parquet-cpp-arrow version 8.0.0,tolls,18479031,0,0,False
nyc_fhvhv_2023-01.parquet,parquet-cpp-arrow version 8.0.0,bcf,18479031,0,0,False
nyc_fhvhv_2023-01.parquet,parquet-cpp-arrow version 8.0.0,sales_tax,18479031,0,0,False
nyc_fhvhv_2023-01.parquet,parquet-cpp-arrow version 8.0.0,congestion_surcharge,18479031,0,0,False
nyc_fhvhv_2023-01.parquet,parquet-cpp-arrow version 8.0.0,airport_fee,18479031,0,0,False
nyc_fhvhv_2023-01.parquet,parquet-cpp-arrow version 8.0.0,tips,18479031,0,0,False
nyc_fhvhv_2023-01.parquet,parquet-cpp-arrow version 8.0.0,driver_pay,18479031,0,0,False
nyc_green_2023-01.parquet,parquet-cpp-arrow version 8.0.0,RatecodeID,68211,4324,0,False
nyc_green_2023-01.parquet,parquet-cpp-arrow version 8.0.0,passenger_count,68211,4324,0,False
nyc_green_2023-01.parquet,parquet-cpp-arrow version 8.0.0,trip_distance,68211,0,0,False
nyc_green_2023-01.parquet,parquet-cpp-arrow version 8.0.0,fare_amount,68211,0,0,False
nyc_green_2023-01.parquet,parquet-cpp-arrow version 8.0.0,extra,68211,0,0,False
nyc_green_2023-01.parquet,parquet-cpp-arrow version 8.0.0,mta_tax,68211,0,0,False
nyc_green_2023-01.parquet,parquet-cpp-arrow version 8.0.0,tip_amount,68211,0,0,False
nyc_green_2023-01.parquet,parquet-cpp-arrow version 8.0.0,tolls_amount,68211,0,0,False
nyc_green_2023-01.parquet,parquet-cpp-arrow version 8.0.0,improvement_surcharge,68211,0,0,False
nyc_green_2023-01.parquet,parquet-cpp-arrow version 8.0.0,total_amount,68211,0,0,False
nyc_green_2023-01.parquet,parquet-cpp-arrow version 8.0.0,payment_type,68211,4324,0,False
nyc_green_2023-01.parquet,parquet-cpp-arrow version 8.0.0,trip_type,68211,4334,0,False
nyc_green_2023-01.parquet,parquet-cpp-arrow version 8.0.0,congestion_surcharge,68211,4324,0,False
nyc_yellow_2019-01.parquet,parquet-cpp-arrow version 7.0.0,passenger_count,7696617,28672,0,False
nyc_yellow_2019-01.parquet,parquet-cpp-arrow version 7.0.0,trip_distance,7696617,0,0,False
nyc_yellow_2019-01.parquet,parquet-cpp-arrow version 7.0.0,RatecodeID,7696617,28672,0,False
nyc_yellow_2019-01.parquet,parquet-cpp-arrow version 7.0.0,fare_amount,7696617,0,0,False
nyc_yellow_2019-01.parquet,parquet-cpp-arrow version 7.0.0,extra,7696617,0,0,False
nyc_yellow_2019-01.parquet,parquet-cpp-arrow version 7.0.0,mta_tax,7696617,0,0,False
nyc_yellow_2019-01.parquet,parquet-cpp-arrow version 7.0.0,tip_amount,7696617,0,0,False
nyc_yellow_2019-01.parquet,parquet-cpp-arrow version 7.0.0,tolls_amount,7696617,0,0,False
nyc_yellow_2019-01.parquet,parquet-cpp-arrow version 7.0.0,improvement_surcharge,7696617,0,0,False
nyc_yellow_2019-01.parquet,parquet-cpp-arrow version 7.0.0,total_amount,7696617,0,0,False
nyc_yellow_2019-01.parquet,parquet-cpp-arrow version 7.0.0,congestion_surcharge,7696617,4884887,0,False
yellow_2023-01.parquet,parquet-cpp-arrow version 8.0.0,passenger_count,3066766,71743,0,False
yellow_2023-01.parquet,parquet-cpp-arrow version 8.0.0,trip_distance,3066766,0,0,False
yellow_2023-01.parquet,parquet-cpp-arrow version 8.0.0,RatecodeID,3066766,71743,0,False
yellow_2023-01.parquet,parquet-cpp-arrow version 8.0.0,fare_amount,3066766,0,0,False
yellow_2023-01.parquet,parquet-cpp-arrow version 8.0.0,extra,3066766,0,0,False
yellow_2023-01.parquet,parquet-cpp-arrow version 8.0.0,mta_tax,3066766,0,0,False
yellow_2023-01.parquet,parquet-cpp-arrow version 8.0.0,tip_amount,3066766,0,0,False
yellow_2023-01.parquet,parquet-cpp-arrow version 8.0.0,tolls_amount,3066766,0,0,False
yellow_2023-01.parquet,parquet-cpp-arrow version 8.0.0,improvement_surcharge,3066766,0,0,False
yellow_2023-01.parquet,parquet-cpp-arrow version 8.0.0,total_amount,3066766,0,0,False
yellow_2023-01.parquet,parquet-cpp-arrow version 8.0.0,congestion_surcharge,3066766,71743,0,False
yellow_2023-01.parquet,parquet-cpp-arrow version 8.0.0,airport_fee,3066766,71743,0,False
