band,source,original,parsed,survived
above,rand_above,7097070295034915037,7097070295034915037,1
above,rand_above,4209479932245761776,4209479932245761776,1
above,rand_above,8182177605652893260,8182177605652893260,1
above,rand_above,5318634086115855836,5318634086115855836,1
above,rand_above,6634578782038950380,6634578782038950380,1
above,rand_above,3550583474421515687,3550583474421515687,1
above,rand_above,3695154228810973333,3695154228810973333,1
above,rand_above,1370112581564744628,1370112581564744628,1
above,rand_above,6351204564182723305,6351204564182723305,1
above,rand_above,8242340827174232711,8242340827174232711,1
above,rand_above,7945170651596141880,7945170651596141880,1
above,rand_above,8175982228524875565,8175982228524875565,1
above,rand_above,7188668234731179541,7188668234731179541,1
above,rand_above,2027460423667048851,2027460423667048851,1
above,rand_above,7425611552000501967,7425611552000501967,1
above,rand_above,6427660412186870576,6427660412186870576,1
above,rand_above,4293723660379283731,4293723660379283731,1
above,rand_above,5150168247753710756,5150168247753710756,1
above,rand_above,8471174426598798662,8471174426598798662,1
above,rand_above,1128342728970375719,1128342728970375719,1
above,rand_above,1238843323756228287,1238843323756228287,1
above,rand_above,4294584665100624751,4294584665100624751,1
above,rand_above,4907834143886696385,4907834143886696385,1
above,rand_above,5164183108024960260,5164183108024960260,1
above,rand_above,2935564283417694245,2935564283417694245,1
above,rand_above,6974959036596079523,6974959036596079523,1
above,rand_above,4091026558804065617,4091026558804065617,1
above,rand_above,7526115420690368594,7526115420690368594,1
above,rand_above,8236442255299335816,8236442255299335816,1
above,rand_above,3944995968272376899,3944995968272376899,1
above,rand_above,8373265779090533971,8373265779090533971,1
above,rand_above,4121834293318211099,4121834293318211099,1
above,rand_above,1476979763060895289,1476979763060895289,1
above,rand_above,7954895264976745463,7954895264976745463,1
above,rand_above,4160168048646701960,4160168048646701960,1
above,rand_above,6942924204007907487,6942924204007907487,1
above,rand_above,7755375056779942512,7755375056779942512,1
above,rand_above,2566752933630560175,2566752933630560175,1
above,rand_above,7181791548245040529,7181791548245040529,1
above,rand_above,4478625786352625555,4478625786352625555,1
above,rand_above,2215660844857071081,2215660844857071081,1
above,rand_above,4066115818852451503,4066115818852451503,1
above,rand_above,6590296968635216631,6590296968635216631,1
above,rand_above,2171828735041698545,2171828735041698545,1
above,rand_above,3106654007910670105,3106654007910670105,1
above,rand_above,8245725941357640804,8245725941357640804,1
above,rand_above,752204927975516807,752204927975516807,1
above,rand_above,1400174504619834247,1400174504619834247,1
above,rand_above,3541884196554535896,3541884196554535896,1
above,rand_above,1418386980817252849,1418386980817252849,1
above,rand_above,1982374207548809870,1982374207548809870,1
above,rand_above,3835488164486663505,3835488164486663505,1
above,rand_above,3060849337628651194,3060849337628651194,1
above,rand_above,4306400419668070491,4306400419668070491,1
above,rand_above,583307060808003119,583307060808003119,1
above,rand_above,7691072322374146364,7691072322374146364,1
above,rand_above,3601296703309645471,3601296703309645471,1
above,rand_above,7109120027883961985,7109120027883961985,1
above,rand_above,8734889306956905078,8734889306956905078,1
above,rand_above,189157659852524398,189157659852524398,1
above,rand_above,8131631288497130072,8131631288497130072,1
above,rand_above,5318813487483191683,5318813487483191683,1
above,rand_above,4408368740784187060,4408368740784187060,1
above,rand_above,8704264250622896068,8704264250622896068,1
above,rand_above,2763222801154104700,2763222801154104700,1
above,rand_above,3605999139879632637,3605999139879632637,1
above,rand_above,8232948858326061205,8232948858326061205,1
above,rand_above,7717243665849254577,7717243665849254577,1
above,rand_above,4973215704116689549,4973215704116689549,1
above,rand_above,6784810456891338719,6784810456891338719,1
above,rand_above,7386488885469991841,7386488885469991841,1
above,rand_above,8289855275547935477,8289855275547935477,1
above,rand_above,4512129347468212556,4512129347468212556,1
above,rand_above,2526391139878831167,2526391139878831167,1
above,rand_above,4488264049080070750,4488264049080070750,1
above,rand_above,3595581856800451514,3595581856800451514,1
above,rand_above,6178277449915995630,6178277449915995630,1
above,rand_above,7370570818119286291,7370570818119286291,1
above,rand_above,6688401522092493855,6688401522092493855,1
above,rand_above,7761303614533951250,7761303614533951250,1
above,rand_above,8490281684768842108,8490281684768842108,1
above,rand_above,9054570884843190019,9054570884843190019,1
above,rand_above,4935428209057217401,4935428209057217401,1
above,rand_above,8373949538727577081,8373949538727577081,1
above,rand_above,5468254489244762854,5468254489244762854,1
above,rand_above,6124100630345416246,6124100630345416246,1
above,rand_above,783285830271641855,783285830271641855,1
above,rand_above,3962262231316118974,3962262231316118974,1
above,rand_above,8004299725710635912,8004299725710635912,1
above,rand_above,1685161619211017885,1685161619211017885,1
above,rand_above,2408525653023355947,2408525653023355947,1
above,rand_above,3028302637977891699,3028302637977891699,1
above,rand_above,4202868268776513116,4202868268776513116,1
above,rand_above,3121900330299435705,3121900330299435705,1
above,rand_above,8122254073104692021,8122254073104692021,1
above,rand_above,2575471488497773156,2575471488497773156,1
above,rand_above,8782316685907703610,8782316685907703610,1
above,rand_above,3897256454699679090,3897256454699679090,1
above,rand_above,7709701214934719981,7709701214934719981,1
above,rand_above,4346822128733507213,4346822128733507213,1
above,rand_above,6917536604046642566,6917536604046642566,1
above,rand_above,489412075451801086,489412075451801086,1
above,rand_above,8788916707381605765,8788916707381605765,1
above,rand_above,2077091622307692611,2077091622307692611,1
above,rand_above,641899959149385719,641899959149385719,1
above,rand_above,8838408456407802783,8838408456407802783,1
above,rand_above,380322964632593571,380322964632593571,1
above,rand_above,295208412756929901,295208412756929901,1
above,rand_above,2289793098464215333,2289793098464215333,1
above,rand_above,7749527123593350453,7749527123593350453,1
above,rand_above,5739817135098011638,5739817135098011638,1
above,rand_above,2209195942081628043,2209195942081628043,1
above,rand_above,4376837039720498324,4376837039720498324,1
above,rand_above,1064063616289974193,1064063616289974193,1
above,rand_above,8750522854683987810,8750522854683987810,1
above,rand_above,4298188642667234875,4298188642667234875,1
above,rand_above,2372438159474565872,2372438159474565872,1
above,rand_above,3411464639283949341,3411464639283949341,1
above,rand_above,5597380919090756279,5597380919090756279,1
above,rand_above,8897891287398912581,8897891287398912581,1
above,rand_above,6634683229430877759,6634683229430877759,1
above,rand_above,7182871076887725739,7182871076887725739,1
above,rand_above,1519480147747387584,1519480147747387584,1
above,rand_above,2877834882253844684,2877834882253844684,1
above,rand_above,5346431820884630549,5346431820884630549,1
above,rand_above,8576479159651589219,8576479159651589219,1
above,rand_above,5319794602094128667,5319794602094128667,1
above,rand_above,8384070193867301309,8384070193867301309,1
above,rand_above,3470602908092518562,3470602908092518562,1
above,rand_above,8692540752519701795,8692540752519701795,1
above,rand_above,1838276534386504736,1838276534386504736,1
above,rand_above,5470146051605561670,5470146051605561670,1
above,rand_above,7669678353616214843,7669678353616214843,1
above,rand_above,2248897414919550250,2248897414919550250,1
above,rand_above,6439477624477987884,6439477624477987884,1
above,rand_above,2790616460857265844,2790616460857265844,1
